Incident Number,Prefix,Incident Title,Incident Description,Incident Resolution,Resolution Team,Status,Status Update Date,Reported By,Institution,Institution Name,Reported Date,Location,Affected Person Department,Resolution Code,Source,Application Priority,Close Date
IN7435369,PENDING USER RESOLVE - SERVICE REQUEST, Account 407007 requires an assignment to a CO object  PM Reference ID: 100254627760,"The MCPS payor code was activated but is showing $0 on the patient's bill. Users expected the system to apply the correct payment amount after activating the code, but it fails to reflect any charges. This issue affects multiple staff members who process patient bills, leading to incorrect billing and manual corrections. The expected outcome was accurate billing with the MCPS payor code applied, but the system currently displays $0, requiring further investigation.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",FINANCE-COLLECTION_ALL,CLOSED,8/23/25 12:04 AM,USER40,TTSH,Tan Tock Seng Hospital,8/7/2025 18:40,TTSH_TB_L01_BIZ-OFC,Fin - Business Office,HD_RESOLVABLE,EMAIL,2,8/23/25 12:04 AM
IN5935500,EXTERNAL, Charges from 5 Aug did not flow in and not showing in R687 report 100253544159,"The Fiori main page is displaying an error: 'App could not be opened because the SAP UI5 component of the application could not be loaded.' Steps to reproduce: 1) Log in to Fiori, 2) Attempt to access the application. Actual outcome: Error message appears, and the app fails to open. Expected outcome: App should open without errors. This issue affects multiple users, causing disruptions in accessing necessary tools and workflows.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",LEADS_ALL,CLOSED,8/16/25 12:06 AM,USER84,TTSH,Tan Tock Seng Hospital,8/8/2025 9:40,TTSH_TB_L01_DIA-RAD-OPS,Amb - Radiography Service,NO ACTION TAKEN,PHONECALL,2,8/16/25 12:06 AM
IN5735510,PENDING USER RESOLVE, IP charge on 30 Jun 2025 not flowing to NBS (100252511524),"The Cash Desk Opening Issue is causing delays in daily operations. Steps to reproduce: 1) Log in to the system, 2) Navigate to Cash Desk, 3) Click 'Open Cash Desk.' Actual outcome: System displays an error message and fails to open. Expected outcome: Cash Desk should open smoothly. This issue affects multiple users, disrupting financial operations.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,CLOSED,8/19/25 12:07 AM,USER36,NNI,National Neuroscience Institute,8/8/2025 9:47,NNI_NNIBLK_L02_NEURO-DIA-LAB,Neurodiagnostic Laboratory,NO ACTION TAKEN,EMAIL,2,8/19/25 12:07 AM
IN4135669,," QHR payor is updated wrongly, it doesn�t flow my DCT for HR","New users are unable to log in to the NBS. Steps: 1) Users attempt login with correct credentials, 2) Error message appears. Actual outcome: Access denied with an error. Expected outcome: Successful login. Issue affects multiple new users, delaying their onboarding and system access.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,CLOSED,8/16/25 12:07 AM,USER67,TTSH,Tan Tock Seng Hospital,8/8/2025 12:17,TTSH,Fin - Business Office,NO ACTION TAKEN,EMAIL,2,8/16/25 12:07 AM
IN8835716,DUPLICATE, slowness when generating bill across SOC during the time period of 10:55am to 11.30am,"New users are unable to log in to the NBS. Steps: 1) Users attempt login with correct credentials, 2) Error message appears. Actual outcome: Access denied with an error. Expected outcome: Successful login. Issue affects multiple new users, delaying their onboarding and system access.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,INPROG,8/8/2025 20:45,USER90,TTSH,Tan Tock Seng Hospital,8/8/2025 13:22,TTSH_MC-BLK_L02_CLI2B,AO - Clinical Ops (Surgery) - Clinic,,EMAIL,2,
IN1535754,PENDING USER RESOLVE, Other Clinic Bloodtest Services was tagged to Clinic B2B Visit Date PM REF  100249231169,"During testing, the UPOS integration failed to link with the billing system when attempting to process a payment. The issue occurs when trying to reconcile charges, and multiple users across departments are affected. The expected outcome was seamless integration and automatic linking, but instead, the system returns an error message. This issue persists across multiple attempts, preventing successful payment processing.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,CLOSED,8/20/25 12:04 AM,USER95,TTSH,Tan Tock Seng Hospital,8/8/2025 14:22,TTSH_TB_B02_CLIB2B,AO - Clinical Ops (Medicine) - Clinic,NO ACTION TAKEN,PHONECALL,2,8/20/25 12:04 AM
IN5535780,DUPLICATE, can't apply Day surgery waiver  -  400000000001358 -  100247175852  -  AKN2500208398B,"During testing before the NBS go-live, users attempting to log in encountered a 'Login Failed' error after entering credentials. This issue affects multiple test users. The expected outcome was successful access to the NBS dashboard, but instead, an error message appeared. The problem persists across multiple login attempts, preventing test completion.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,INPROG,8/12/2025 9:47,USER89,TTSH,Tan Tock Seng Hospital,8/8/2025 15:03,TTSH-OFFSITE_732-AMK-AVE8_L02_AMKSC-DAY-SUR,AO - MEC Ops - Clinic,BATCHPROGFIX,EMAIL,2,
IN2135868,SERVICE REQUEST, choice class not updated,"Cases are not flowing to the uncoded casemix and Mediclaim account WQ. Steps to reproduce: 1) Log in, 2) Navigate to case management, 3) Attempt to transfer cases. Actual outcome: Cases remain uncoded, and an error message appears. Expected outcome: Cases should automatically flow to the correct accounts. This issue affects multiple users, causing delays in processing and reporting.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,INPROG,8/11/2025 13:59,USER89,TTSH,Tan Tock Seng Hospital,8/8/2025 16:30,TTSH,Fin - Financial Accounting / Planning,,EMAIL,2,
IN4335933,PENDING USER DECISION, Unable to batch FAW via Bill Attributes,"At EDX computers 19A and 19B, the UPOS command bridge is not connected, causing payment processing issues. Users attempted to process transactions but received connection error messages. The expected outcome was successful transaction processing via UPOS, but the system failed. This issue affects all users at these workstations, leading to transaction failures and manual workarounds.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,CLOSED,8/29/25 12:02 AM,USER73,TTSH,Tan Tock Seng Hospital,8/8/2025 17:42,TTSH_MB_L01_BIZ-OFC,Fin - Business Office,TRAINING,EMAIL,2,8/29/25 12:02 AM
IN5635940,PENDING USER DECISION," no active Patient Master, 2 Patient","At counter 10, the cash desk cannot be opened, preventing access to payment processing. Users expected the system to open the cash desk upon login, but it fails to initialize. This issue affects all staff at counter 10, leading to delays in handling patient payments. The expected outcome was smooth access to the cash desk, but the system currently does not respond, requiring manual intervention.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",FINANCE-COLLECTION_ALL,CLOSED,8/21/25 12:05 AM,USER10,TTSH,Tan Tock Seng Hospital,8/8/2025 17:47,TTSH,Fin - Business Office,HD_RESOLVABLE,EMAIL,2,8/21/25 12:05 AM
